"Source:","http://www.lib.berkeley.edu/MRC/roadmovies.html"
"

Road Movies

Contents:
"
"â€¢149; Ѭ href=""#roadmovies"">Road MoviesЖ","â€¢149; Ѭ href=""#roaddocu"">Road DocumentariesЖ","Road Movies"
"â€¢149; Ѭ href=""http://www.fhwa.dot.gov/publications/publicroads/96summer/p96su42.cfm"">Road MoviesЖ (by Richard F. Weingroff, Federal Highway Administration, Office of the Associate Administrator for Program Development)","â€¢149; Ѭ href=""http://www.hackwriters.com/roadone.htm"">Road MoviesЖ (by Sam North)","Road Movies"
"Bibliography on this topic: ","â€¢149; Ѭ href=""http://www.lib.berkeley.edu/MRC/roadmoviesbib.html"">Road Movie bibliographyЖ","Road Movies"
"See also:","Road Movies"
"Wanderlust","From Grapes of wrath to Thelma and Louise the open road has long been a fixture of the American imagination. And of all mediums, none are more enduring than the classic road movie. This documentary traces America's love affair with the 'road movie' through interviews with Hollywood stars and clips from roadie classics. 2006. 70 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X484"">DVD X484Ж","Road Movies"
"Ж

","Road Movies"
"Aaltra: A Road Movie (France / Belgium, 2004)","Directed by Gustave de Kervern and Benoit Delépine. Cast: Benoit Delepine, Gustave Kervern, Jan Bucquoy, Pierre Carl, Michel de Houx, Isabelle Delépine, Jason Flemying, Noel Godin, Christine Grulois, Aki Kauresmaki, Bouli Lanners, Vincent Patar, Benoit Poelvoorde, Chrisophe Salengro, Vincent Tavier. In this hilarious comedy two rural neighbors who hate each other, end up paralyzed after they get tangled in a tractor during a fight. Full of spite they decide to roll across Europe to exact revenge from the tractor's manufacturer. 90 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6304"">DVD 6304Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0405629/"">Credits and other information from the Internet Movie DatabaseЖ","Road Movies"
"About Schmidt (2002)","Directed by Alexander Payne. Cast: Jack Nicholson, Hope Davis, Dermot Mulroney, Len Cariou, Howard Hesseman, Kathy Bates, June Squibb, Matt Winston, Harry Groener, Connie Ray, Phil Reeves, James Michael Connor. Warren Schmidt is a man at the crossroads of his life; retired and restless. He takes to the road to try and save his estranged daughter from marrying a loser but what he really embarks on is a journey of self discovery. Based on the novel by Louis Begley. Special features: Deleted scenes (31 min.); Trailers (8 min.); Woodmen Tower sequences [short films] (14 min.) 125 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X1772"">DVD X1772Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0257360/"">Credits and other information from the Internet Movie DatabaseЖ","Road Movies"
"â€¢149;Shambu, Girish. ""About Schmidt: Is That All There Is?"" Senses of Cinema: An Online Film Journal Devoted to the Serious and Eclectic Discussion of Cinema, vol. 25, pp. (no pagination), Mar 2003 Ѭ href=""http://archive.sensesofcinema.com/contents/03/25/about_schmidt.html"">Full-text of this article / review is available: UC users onlyЖ","â€¢149;Woodward, Kathleen. ""Performing Age, Performing Gender."" NWSA Journal; Spring2006, Vol. 18 Issue 1, p162-189, 28p Ѭ href=""http://search.ebscohost.com/login.aspx?direct=true&db=ahl&AN=20712370&site=ehost-live"">Full-text of this article / review is available: UC users onlyЖ","Road Movies"
"Adventures of Felix (Drole de Felix) (France, 2000)","Directors, Olivier Ducastel & Jacques Martineau. Cast: Sami Bouajila, Patachou, Ariane Ascaride, Pierre-Loup Rajot, Charly Sergue, Maurice Benichou. This French comedy-drama features Felix, an unemployed, gay Frenchman of Arab descent, who has a series of adventures during a trek through the French countryside. The film examines the familiar theme of a man's search for his identity. Felix is forced toconfront the anger he feels toward his father forabandoning him, and the fear and shame he feels, living as an outsider in a predominantly straight, Caucasian world. 95 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+1706"">DVD 1706Ж","â€¢149;Ѭ href=""http://us.imdb.com/Title?0228242"">Credits and other information from the Internet Movie DatabaseЖ","Road Movies"
"Adventures of Priscilla, Queen of the Desert. (Australia, 1994)","Directed by Stephan Elliott. With a contract to perform a drag show way out in the Australian desert, Tick, Adam, and Ralph each has his own reason for wanting to leave the safety of Sydney. Christening their battered pink tour bus ""Priscilla,"" the trio heads for the outback and into crazy adventures in even crazier outfits. 102 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2204"">DVD 2204Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0109045/"">Credits and other information from the Internet Movie DatabaseЖ","Road Movies"
