"Source:","http://www.lib.berkeley.edu/MRC/chuckjones.html"
"
The Films of Chuck Jones"
"
"Homeless Hare(1950)","Directed by Chuck Jones. ""It's morning and Bugs Bunny is awake. It doesn't look like he had enough rest though. He looks around and sees he is high up in the sky. Bugs' hole has become part of an construction site and a bulldozer is ready to move his hole to destruction. Bugs makes an emotional plea to move his home back to it's original place and the construction worker seems touched. But his intentions aren't that well. Bugs Bunny swears revenge."" [Ѭ href=""http://www.imdb.com/title/tt0042573/plotsummary"">Internet Movie DatabaseЖ] ; also included on ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4875"">DVD 4875Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3513"">DVD 3513Ж"
"Hook, Line and Stinker(1958)","Wile E. Coyote hopes to catch the Road Runner using a mallet, a cooking pan, a TNT stick, a balloon, and a piano dropped from a precipice. The last of these results in Wile E. falling to the road below along with the piano and ending up with 88 teeth. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X942"">DVD X942Ж"
"Hush My Mouse (1946)","Take-off on the ""Duffy's Tavern"" radio program, with tough-guy Eddie G. Robincat demanding a meal of mouse knuckles, ""of which we ain't got none,"" waiter Filligan informs his absentee boss on the phone. To fill the plate, Filligan then tries to catch the blabbermouth mouse, Sniffles. Video Disc 154"
"The Hypo-Chondri-Cat(1950)","Those crazy mice Hubie & Bertie are at it again with Claude. This time the mice see that Claude is seriously ill, so they give him an operation. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6006"">DVD 6006Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2073"">DVD 2073Ж"
"In the Aleutians(1945)","Pvt. Snafu complains about being assigned to the infantry only to learn that other branches have their own problems. ; ; also ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2004"">DVD 2004Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+7628"">Video/C 7628Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+999:2146"">Video/C 999:2146Ж"
"Infantry Blues(1943)","Pvt. Snafu complains about being assigned to the infantry only to learn that other branches have their own problems. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2004"">DVD 2004Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+MM178"">Video/C MM178Ж"
"Inki and the Minah Bird (1943)","In an African jungle strange enough to have a roaring butterfly, Inki the boy hunter, a lion with false teeth and a magical minah bird match wits. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:2145"">vhs 999:2145Ж"
"Inki at the Circus (1947)","At the circus, two dogs compete for the bone in Inki's topknot, as a disinterested myna bird causes trouble for everyone. Video Disc 155"
"It's Murder She Says... (1945)","A haggard mosquito complains how tough life is with the military taking the proper precautions against malaria infection. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2004"">DVD 2004Ж"
"Joe Glow, the Firefly (1941)","A firefly with a miner's lighted helmet explores a camper's tent and the various people-sized items that, from his perspective, are gigantic, then utters the cartoon's single line of dialog. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:2143"">vhs 999:2143Ж"
"Jumpin' Jupiter (1955)","Porky and Sylvester's desert campground is sliced away and towed into outer space by a green, bird-like Jupiterian searching for earthly animal life. But Porky remains blissfully unaware, leaving Sylvester to be terrorized by the alien. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X942"">DVD X942Ж"
"Kiss Me Cat (1953)","Horrified when he hears his master threatening to get rid of Pussyfoot unless the kitten starts catching mice, Marc Anthony the bulldog tries to tutor his little charge in proper feline behavior. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+7359"">DVD 7359Ж"
"Knight-Mare Hare (1955)","An apple falls on Bugs' head, transporting him back to King Arthur's England. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+7359"">DVD 7359Ж"
"A Lecture on Camouflage (1944)","Using Snafu as an example, Techanical Fairy First Class teaches the methods of effective camouflage. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2004"">DVD 2004Ж"
"Little Brother Rat (1939)","Sniffles the mouse has to get an owl's egg for a scavenger hunt, but once he's gotten it, the egg hatches and draws the attention of the mouse-eating father owl. Video Disc 154"
"Little Orphan Airedale (1947)","In his never-ending quest for the good life, pushy mongrel Charlie attempts to ingratiate himself with his unwilling ""master,"" Porky Pig. Video Disc 155"
"Long-Haired Hare (1949)","Bugs Bunny is sitting outside his rabbit hole, strumming a tune on his banjo (""Rainy Night In Rio""). Meanwhile, a few feet away is the great opera singer Giovanni Jones, rehearsing for tonight's concert. Unable to concentrate because of the rabbit's folk music singing, Jones goes to the bunny and breaks his banjo. Later, the rabbit plays a lovely tune using a harp. Jones smashes that, too. When the opera baritone interrupts Bugs' tuba solo and ties the rabbit's ears to a tree branch, Bugs allows as to how ""of course, you realize this means war!"" While Jones wins an early victory against Bugs, it is Bugs who ends up with the upper hand in his performance that night. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2073"">DVD 2073Ж"
"Mississippi Hare (1949)","Cotton pickers mistake Bugs' tail for a ball of cotton and toss him in with the rest of the haul. On the riverboat Bugs takes on the gambler Colonel Shuffle. ; Included on ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+7359"">DVD 7359Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3564"">DVD 3564Ж"
"Mouse Wreckers (1948)","Mice Hubie and Bertie try to remove Claude the Cat from his house by driving him insane. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+9503"">DVD 9503Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3137"">DVD 3137Ж"
"Much Ado About Nutting (1953)","A squirrel in a downtown park lugs a giant coconut back home, but nothing he does can seem to crack it open. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X942"">DVD X942Ж"
"My Bunny Lies Over the Sea (1948)","Tunneling to Los Angeles, Bugs Bunny tries to find the La Brea Tar Pits. Taking a wrong turn, he finds himself in Scotland and immediately comes to the rescue of a poor old lady being attacked by a monster. The ""monster"" turns out to be a bagpipe, and the ""lady"" is MacRory, a kilt-wearing Scotsman. Bugs greets him with ""What's up, McDoc?"" as the Scotsman pulls a rifle, takes aim, and fires at the hare. Bugs disguises himself as a Scot, and MacRory challenges him to a game of golf. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2073"">DVD 2073Ж"
"My Favorite Duck (1942)","Porky tries to relax on a hunting and fishing trip, but Daffy, smugly pointing out the ""No Duck Hunting"" signs, subjects him to constant irritation. Then the ""Duck Hunting Season Open"" signs start going up. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X942"">DVD X942Ж"
"My Little Duckaroo (1954)","Daffy Duck is a Wild West outlaw named ""The Masked Avenger"", righter of wrongs and doer of heroic deeds. Porky Pig is his sidekick. Together, they search for Nasty Canasta, a villain whose crimes include gag-stealing and square dancing in a round house. When they find Canasta's hideout and Daffy challenges Canasta to a duel, Canasta flexes his hulky muscles that entirely rip away his shirt, and proceeds to pound Daffy into a stupor. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X942"">DVD X942Ж"
"Naughty But Mice (1938)","Sniffles the mouse, in his first appearance in a Warner Bros. cartoon, goes to a drugstore and gets drunk on a cold remedy, then befriends an electric razor and gets it drunk as well. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8517"">DVD 8517Ж"
"Nelly's Folly (1961)","A talent agent on an African safari discovers Nelly, a singing giraffe, and brings her to America to be a famous performer. But with fame comes loneliness, and Nelly longs for male companionship. When her attentions to a male giraffe result in him leaving his family, Nelly becomes publically scorned as a ""home-wrecker"", and her fame is lost. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+9503"">DVD 9503Ж"
"The Night Watchman (1938)","A little cat must take his sick father's place as nightwatchman, but is bullied by a tough mouse and his gang, leaving the rest of the mice free to eat all the food and stage a musical floor show. ; also included on ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+7359"">DVD 7359Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+5837"">DVD 5837Ж"
"No Barking (1954)","In a junkyard, Frisky Puppy's loud yapping keeps high-strung Claude Cat jumping, onto trains, planes and up past Tweety Bird's nest. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4875"">DVD 4875Ж"
"No Buddy Atoll (1945)","Private Snafu and a Japanese sailor simultaneously land on a deserted island, discover each other and fight it out until the private kills the sailor and attempts to sell his sword as a souvenir. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2004"">DVD 2004Ж"
"Odor-Able Kitty (1939)","A cat, tired of being abused by everyone in his neighborhood, disguises himself as a skunk and inadvertently attracts the romantic advances of a real skunk. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8517"">DVD 8517Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4875"">DVD 4875Ж"
"Often an Orphan (1949)","Abandoned in the country by his old master, Charlie Dog tries to force himself upon farmer Porky Pig, playing upon his sympathies with a histrionic rendition of the horrors of big-city life. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X942"">DVD X942Ж"
"Old Glory (1939)","Directed by Chuck Jones. Porky falls asleep after refusing to say the Pledge of Allegiance. Uncle Sam comes to him in his dreams and explains to him what the pledge means, and how it honors those who gave their life for the nation. Porky sees the error of his ways. ; also included on ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8517"">DVD 8517Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4020"">DVD 4020Ж"
"One Froggy Evening (1955)","A construction worker finds a singing and dancing frog in the cornerstone of the J.C. Wilber Building, an old structure (built in 1892) that he is demolishing. The finder's mind races with the possibilities of getting rich by exploiting this singing frog. But when he tries to cash in on his discovery, he finds that the frog will sing only for him... and just croak for the talent agent and the audience in the theater that he's spent his life savings on. ; ; also included on  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3136"">DVD 3136Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3137"">DVD 3137Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3564"">DVD 3564Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+MM161"">Video/C MM161Ж"
"Operation Rabbit (1952)","Wile E. Coyote, nemesis of The Road Runner, makes the first of several attempts to use Bugs Bunny to satisfy both his craving for food and his mental craving for the thrill of capturing some helpless desert animal with an elaborate scientific contraption. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+7359"">DVD 7359Ж"
"Outpost (1944)","Snafu has an object lesson on the value of complete and accurate regular reports when he discovers and reports evidence of the enemy's presence at his assigned area. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2004"">DVD 2004Ж"
"A Pest in the House (1947)","A sleepy man demands total quiet from hotel manager Elmer Fudd, but bellhop Daffy's noisy antics keep prompting the exasperated guest to sock Elmer in the face. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X937"">DVD X937Ж"
"Porky's Ant (1941)","A firefly with a miner's lighted helmet explores a camper's tent and the various people-sized items that, from his perspective, are gigantic, then utters the cartoon's single line of dialog. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+9358"">DVD 9358Ж"
"Porky's Midnight Matinee (1941)","Working backstage at a theater, Porky frees a little ant he finds in a cage, only to learn that it's a rare and valuable trained pygmy ant. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8511"">DVD 8511Ж"
"Porky's Prize Pony (1941)","When jockey Porky's thoroughbred gets drunk on linament, a goofy milk-wagon horse takes over for the big race. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8512"">DVD 8512Ж"
"Prest-O Change-O (1939)","On a dark and stormy night, the Two Curious Puppies wander into an old dark house, and fall victim to the tricks of a mischievous magician's rabbit. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8497"">DVD 8497Ж"
"Private Snafu vs. Malaria Mike (1944)","Snafu learns hard way the consequences of not protecting himself from malaria infection. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2004"">DVD 2004Ж"
"Punch Trunk (1953)","A five-inch-high elephant arrives at Pier 38 in New York City in a boatload of bananas. The city is paralyzed by what its residents take to be a mass hallucination. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X942"">DVD X942Ж"
"Quentin Quail (1945)","Take-off on Fanny Brice's ""Baby Snooks"" radio program. An exasperated Mr. Quail tries to catch a worm for his whining daughter, Baby Toots, and gets the worst from a tough crow who has designs on the worm himself. Video Disc 154"
"Rabbit Fire (1951)","Daffy Duck and Bugs argue back and forth whether it is duck season or rabbit season. The object of their arguments is hunter Elmer Fudd. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X4715"">DVD X4715Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8513"">DVD 8513Ж"
"Rabbit Hood (1949)","When Bugs tries to take a carrot from the King's field in Sherwood Forest he's caught in the act by the Sheriff of Nottingham. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+7359"">DVD 7359Ж"
"Rabbit of Saville (1950)","The Hollywood Bowl Orchestra is tuning up for ""The Barber of Seville"" when the perennial rabbit hunt lands Elmer Fudd and Bugs Bunny on stage. Bugs takes over the opera at Elmer's expense. The raised curtain gives Bugs the chance to shave Elmer within an inch of his life to the opera's famous overture. Razor flying, Bugs hacks away at Fudd's face (which looks as if it ""might have gone through a machine"") covered with a frothy milkshake of shaving cream. ; ; also included on  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X4715"">DVD X4715Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2073"">DVD 2073Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3564"">DVD 3564Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+MM161"">Video/C MM161Ж"
"Rabbit Punch (1948)","Heckling the Champ gets Bugs into the world championship fight as the challenger. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4875"">DVD 4875Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8513"">DVD 8513Ж"
"Robin Hood Daffy (1958)","Daffy haplessly attempts to prove to the jocularly doubtful Friar Tuck Porky that he is actually Robin Hood. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4875"">DVD 4875Ж"
"Robin Hood Makes Good (1939)","A fox captures a group of squirrels while they're playing at ""Robin Hood."" The smallest of the bunch, who'd been bullied into playing the villain and thus avoided capture, uses his ingenuity to rescue his friends. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8517"">DVD 8517Ж"
"Rocket-bye Baby (1956)","A cosmic mix-up results in a Martian baby being delivered to Earth, while an Earth baby is sent to Mars. Joseph Wilbur and his wife try to raise the green-skinned, ingenious Martian tyke as if he were an Earthling. But the kid builds his own spaceship and flies away, and Wilbur must find him and bring him back, or he'll never be able to make an exchange with the Martian parents for his own boy. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X942"">DVD X942Ж"
"Rocket Squad (1956)","Space cops Porky (Sgt. Joe Monday) and Daffy (Officer Frank Tuesday) are assigned to track down the kid who blew the rings off Saturn, as well as the flying saucer bandit. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4875"">DVD 4875Ж"
"Roughly Squeaking (1946)","Cheese-chasing mice Hubie and Bertie convince a dumb cat that he's actually a lion, and that the mean bulldog in the back yard is really a moose. Eventually they convince the dog he's a gazelle, then a pelican. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8517"">DVD 8517Ж"
"Saddle Silly (1941)","A Pony Express rider's adventures in getting the mail through Indian country. Video Disc 154"
"Scardy Cat (1948)","Porky and Sylvester spend the night in an old dark house, whose horrors only Sylvester sees. His repeated attempts to save Porky from the ghoulish doings of the killer mice infesting the place only make the skeptical Porky all the more convinced of Sylvester's cowardice. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2073"">DVD 2073Ж"
"The Scarlet Pumpernickel (1950)","Daffy ""Dumas"" Duck has written his own screenplay which parodies The Scarlet Pimpernel and tries to sell it to ""J.L.,"" the studio head. The cartoon concerns itself less with ""The Scarlet Pimpernel,"" Baroness Emmuska Orczy's tale of an heroic figure who smuggles doomed noblemen out of Paris during the French Revolution, than with mocking swashbucklers in general and Errol Flynn in particular (Errol is mentioned no less than three times). Daffy plays the title character, a dashing highwayman (as Flynn) with an unspecified mission in life, except to irritate the Lord High Chamberlain (Porky as Claude Rains). The Chamberlain, realizing that his daughter Melissa is the Scarlet Pumpernickel's true love, arranges to marry her to the Grand Duke (Sylvester as Basil Rathbone), hoping that this will flush the Pumpernickel out of hiding. Elmer Fudd has a small part as the proprietor of the King's Nostril Inn. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2073"">DVD 2073Ж"
"Scent-imental Over You (1947)","Jealous of all the high-class dogs in their fine coats, a little Mexican hairless pooch borrows one, not realizing it's a skunk's pelt. Once she has it on, she finds everyone fleeing from her, except for the amorous Pepe Le Pew. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8517"">DVD 8517Ж"
"Scrambled Aches (1957)","Wile E. Coyote uses, among other things, a dehydrated boulder to try to catch the Road Runner. He applies a drop of water to enlarge it from pebble-size to usual boulder dimensions, but it enlarges as Wile E. is lifting it over his head, coming down on top of him. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3137"">DVD 3137Ж"
"Sniffles and the Bookworm (1939)","Literary characters come to life late at night in a bookshop, serenading Sniffles the mouse with swing music until the Frankenstein monster intrudes. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8517"">DVD 8517Ж"
"Sniffles Bells the Cat (1940)","Sniffles the mouse's friends talk him into putting a bell around the neck of the troublesome house cat. Video Disc 154"
"Sniffles Takes a Trip (1940)","Sniffles the mouse is in the country for a restful vacation, but the woodland creatures keep him awake and eventually frighten him into scurrying back to the city. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X942"">DVD X942Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8518"">DVD 8518Ж"
"Snowman's Land (1939)","In the Canadian north, a little Mountie runs afoul of the dread outlaw, Dirty Pierre ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8518"">DVD 8518Ж"
"Spies(1943)","Private Snafu has a secret: his ship leaves for Africa at 4:30. He's determined to keep it, but bit by bit it slips out, and eventually, the details end up right on Hitler's desk and the ship is attacked. ; also on  and  ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+360"">DVD 360Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+35"">DVD 35Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+5529"">DVD 5529Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+MM177"">Video/C MM177Ж"
"Stage Fright(1940)","The Two Curious Puppies wander into a theater and run afoul of a trickster magician's rabbit, a playful seal and an intimidating little bird. Video Disc 165"
"Steal Wool (1957)","Ralph Wolf tries to forcibly remove Sam Sheepdog in order to gain access to a flock of sheep. Without success, he uses a lasso, cannon, a string of firecrackers, and a giant rubber band. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4875"">DVD 4875Ж"
"Stop! Look! and Hasten!(1954)","A Burmese tiger trap, a pop-up steel wall, a motorcycle, and a box of Acme-brand leg-building vitamins can't help the Coyote (Eatibus anythingus) catch the Road Runner (Hot Rodicus supersonicus). ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3137"">DVD 3137Ж"
"Super-Rabbit(1943)","Tom's father mistakenly believes that the little bird who's just rescued his tiny son from drowning in the dishwater is attacking the boy and drives it away. Tom sets off to find the bird and gets lost in a fierce snowstorm. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4875"">DVD 4875Ж"
"To Duck ... Or Not to Duck(1943)","Daffy challenges duckhunter Elmer to a boxing match, rigged in his favor with the collusion of the duck referee. In the stands, Elmer's dog Larrimore suspects that something funny is going on, but he's drowned out by Daffy's all-duck cheering section. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8519"">DVD 8519Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X942"">DVD X942Ж"
"To Hare Is Human(1956)","Wile E. Coyote consults a ""Univac Electric Brain (Do It Yourself)"" in his efforts to catch Bugs. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+7359"">DVD 7359Ж"
"Tom Thumb in Trouble(1940)","Tom's father mistakenly believes that the little bird who's just rescued his tiny son from drowning in the dishwater is attacking the boy and drives it away. Tom sets off to find the bird and gets lost in a fierce snowstorm. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X937"">DVD X937Ж"
"Tom Turk and Daffy(1944)","Daffy agrees to hide Tom Turk from Porky, until he learns that Porky is planning to serve the turkey for dinner, then turns stool pigeon. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8511"">DVD 8511Ж"
"Toy Trouble(1941)","Sniffles the mouse and his friend the Bookworm try to evade a cat in a the toy department of Lacy's department store. Video Disc 154"
"Trap Happy Porky(1945)","Porky can't sleep because mice demolish his plates. A cat offers help and gets the mice out, but invites some friends so Porky still can't sleep. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8519"">DVD 8519Ж"
"Two's a Crowd (1950)","Claude Cat is determined to get rid of the mistress's birthday present: a new puppy. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8519"">DVD 8519Ж"
"Wackiki Wabbit(1943)","On a tropical island a pair of castaways look to Bugs as a source of food. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8520"">DVD 8520Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4875"">DVD 4875Ж"
"Water, Water Every Hare (1952)","A sudden rainstorm floods Bugs Bunny's rabbit hole and puts him in the path of an Evil Scientist and of Rudolph, a beast that is covered in orange fur and shod in sneakers. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8511"">DVD 8511Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2073"">DVD 2073Ж"
"The Weakly Reporter(1944)","Directed by Chuck Jones. Warner Brothers. Animated short. This Chuck Jones animated short parodies the newsreels that were the standard fare for movie theater intermissions during The Second World War. Included are gags about the food and supply shortages civilians had to suffer through, as well as the increasing role women were playing in the American war effort. ; also included on ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X942"">DVD X942Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6281"">DVD 6281Ж"
"The Wearing of the Grin (1951)","Spending the night in an old Irish castle, Porky is put on trial by two leprechauns who suspect him of trying to steal their gold. His sentence: wear the magic green shoes which keep him dancing a jig. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2073"">DVD 2073Ж"
"What's Opera, Doc?(1957)","Directed by Chuck Jones. Animated short. One of Chuck Jones' all-time greatest masterpieces and among the finest of all animated shorts of all time, ""What's Opera, Doc?"" lampooned classic opera by using its elements to set up the latest chapter in Elmer Fudd's hapless pursuit of Bugs Bunny. 7 min. ; ; also included on ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3136"">DVD 3136Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3137"">DVD 3137Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3564"">DVD 3564Ж"
"Whoa, Be-Gone!(1958)","Wile E. Coyote's plans for catching the Road Runner involve a giant elastic spring, a gun and trampoline, TNT sticks in a barrel, and tornado seeds. The last of these schemes results in the Coyote being swept up by a twister and carried into a mine field. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3137"">DVD 3137Ж"
"You Were Never Duckier (1948)","In an early example of his greedy side, Daffy Duck is insulted when he learns the National Poultry Contest only awards $5 for the best duck, but $5,000 for the best rooster. Daffy disguises himself as a rooster and decides to enter. However, he attracts the attention not of the judges but of Henery Hawk and his father, George K. Chickenhawk. It isn't long before the faux rooster is abducted by the hungry chickenhawks, and Daffy pleads fruitlessly that he is, in fact, NOT a rooster but a duck. Daffy then realizes the contest is about to start, makes a hasty retreat to the auditorium and loses both the $5,000 prize and a $5 prize (for the best duck) to his predators (who are both disguised appropriately, young Henery pretending to be a duck and quacking happily at his small prize). ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X937"">DVD X937Ж"
"Zipping Along (1953)","Hypnosis doesn't help the Coyote catch the Road Runner, nor do a clutch of string-controlled rifles or dozens of moustraps, but they all manage to backfire on him, naturally. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3137"">DVD 3137Ж"
"Zoom and Bored (1957)","Wile E. Coyote uses a bottle full of bees, a brick wall, a boulder in a catapult, and a harpoon gun in his usual unsuccessful attempts to catch the Road Runner. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3137"">DVD 3137Ж"
"Ѭ href=""http://www.lib.berkeley.edu/MRC/level2.html"">Ж"
