"Source:","http://www.lib.berkeley.edu/MRC/sanfranmovies.html"
"

San Francisco and the Bay Area in the Movies
"Dim Sum. (1985)","Directed by Wayne Wang. A charming, delightful comedy about a Chinese-American family in contemporary San Francisco trying to maintain a link to their cultural heritage while confronted with the changing world around them. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4971"">DVD 4971Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:99"">vhs 999:99Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0087150/"">Credits and other information from the Internet Movie DatabaseЖ","Ѭ href=""http://www.lib.berkeley.edu/MRC/imagesasiansbib.html#dimsum"">See separate bibliography of reviews and articles about this filmЖ

","San Francisco and the Bay Area in the Movies"
"Dirty Harry Films","Ѭ href=""http://www.lib.berkeley.edu/MRC/gangsterbib.html#dirtyharry"">See separate bibliography of reviews and articles about this filmЖ","â€¢149;Dirty Harry (1971)","Directed by Don Siegal. Cast: Clint Eastwood, Harry Guardino, Reni Santori, John Vernon, Andy Robinson, John Larch, John Mitchum. A violently inclined San Francisco police inspector is the only cop who is able to arrest a rooftop sniper. When the man is released through lack of evidence, he takes private revenge. In the course of the action, Eastwood cruises by North Beach and Washington Square. The East Harbor's Marina Green is the first stop in a chase that has Eastwood racing to telephone booths across the city. The rivals have a final meeting at Larkspur Landing. 102 min. ; also ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3804"">DVD 3804Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+9857"">DVD 9857Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:500"">vhs 999:500Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0066999/"">Credits and other information from the Internet Movie DatabaseЖ","â€¢149;Magnum Force (1973)","Directed by Ted Post. Cast:Clint Eastwood, Hal Holbrook, Mitchell Ryan, David Soul, Felton Perry, Robert Urich. Detective Harry Callahan is pitted against an unexpected lawbreaker: one who carries a badge. Sharpshooting rookie motorcycle cops have turned vigilante, rubbing out crooks the courts can't touch. Their real enemy is the system. Unfortunately for them, the system is what Harry is sworn to protect. 124 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+9854"">DVD 9854Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0070355/"">Credits and other information from the Internet Movie DatabaseЖ","â€¢149;The Enforcer (1976)","Directed by James Fargo. Cast: Clint Eastwood, Harry Guardino, Bradford Dillman, Tyne Daly. Detective Harry Callahan has a new partner, Inspector Kate Moore, who has two jobs: tracking down a band of armed-and-wacko terrorists and winning Harry's confidence. (97 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+9856"">DVD 9856Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0074483/"">Credits and other information from the Internet Movie DatabaseЖ","â€¢149;Sudden Impact (1983)","Directed by Clint Eastwood. Cast: Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman, Paul Drake. In the aftermath of a brutal rape, a beautiful woman has begun to hunt down her attackers. Harry has to find her and stop her before she kills again or her attackers find her. 117 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2013"">DVD 2013Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0086383/"">Credits and other information from the Internet Movie DatabaseЖ","â€¢149;The Dead Pool (1988)","Directed by Buddy Van Horn. Clint Eastwood, Patricia Clarkson, Liam Neeson, Evan Kim, Jim Carrey. Dirty Harry Callahan must stop a sick secret contest to murder local celebrities, which includes himself as a target. He is up against media attention, an enraged hit men, and a new killer, who's attempting to throw off the dead pool game anyway possible. Callahan has to find the connection between the killings and then the perpetrator, before the game can be declared over. 91 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+9855"">DVD 9855Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0094963/"">Credits and other information from the Internet Movie DatabaseЖ
","San Francisco and the Bay Area in the Movies"
"D.O.A. (1949)","Directed by Rudolph Mate. Cast: Edmond O'Brien, Pamela Britton, Luther Adler, Beverly Campbell, Neville Brand, Lynn Baggett, William Ching. Small-town accountant Frank Bigelow goes to San Francisco for a week's fun prior to settling down with fiance Paula. After a night on the town, he wakes up with more than just a hangover; doctors tell him he's been given a ""luminous toxin"" with no antidote and has, at most, a week to live! Not knowing who did it or why, Bigelow embarks on a frantic odyssey to find his own murderer. See Ѭ href=""http://www.imdb.com/title/tt0042369/locations"">IMDB locations for more informationЖ. 83 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2746"">DVD 2746Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+178"">DVD 178Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0042369/"">Credits and other information from the Internet Movie DatabaseЖ


â€¢149;Awards & Honors
â€¢149;Ѭ href=""http://www.loc.gov/film/"">National Film Registry SelectionЖ



Reviews and articles:

â€¢149;Belton, John. Howard Hawks, Frank Borzage, Edgar G. Ulmer London : Tantivy Press ; New York : A.S. Barnes, 1974. (MAIN: PN1998.A3 H337 1974)
â€¢149;Bogdanovich, Peter. ""Edgar G. Ulmer."" In: Who the Devil Made It. New York : Alfred A. Knopf : Distributed by Random House, 1997. (Main Stack PN1995.9.P7.B58 1997; Moffitt PN1995.9.P7.B58 1997)
â€¢149;Edgar G. Ulmer the man off-screen [Videorecording] Media Resources Center 
â€¢149;Gallagher, Tag. ""All lost in wonder: Edgar G.Ulmer."" Screening the Past, 1 March 2001 Ѭ href=""http://www.latrobe.edu.au/screeningthepast/firstrelease/fr0301/tgafr12a.htm"">Full-text of this article / review is available:UC users onlyЖ
â€¢149;Isenberg, Noah. ""Perennial Detour: The Cinema of Edgar G. Ulmer and the Experience of Exile."" Cinema Journal. Winter 2004. Vol. 43, Iss. 2; pg. 3, 23 pgsѬ href=""http://proquest.umi.com/pqdlink?did=581560261&sid=5&Fmt=4&clientId=1566&RQT=309&VName=PQD"">Full-text of this article / review is available:UC users onlyЖ
â€¢149;Osteen, M. ""The big secret: film noir and nuclear film."" Journal of Popular Film and Television v. 22 (Summer 1994) p. 79-90
â€¢149;Renov, Michael. ""D. O. A.: Five Aspects of Textuality."" New Orleans Review, vol. 9, no. 2, pp. 65-72, Fall 1982
â€¢149;Turner, George ""'I Want to Report a Murder'."" American Cinematographer, LXIX/8, Aug 88; p.35-40. (Production history and detailed plot description of the original version of ""D.O.A."")

","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6455"">DVD 6455Ж","San Francisco and the Bay Area in the Movies"
"Dumbarton Bridge (1999)","Directed by Charles Koppelman. Cast: Tom Wright, Esperanza Catubig, Daphne Ashbrook. John Shed leads a withdrawn and solitary life in a small town south of San Francisco where he works on the salt ponds. He takes little pleasure in life and rarely ventures out with his white live-in girlfriend Belinda. When Minh, Shed's half-Vietnamese daughter arrives, he reacts with callous disregard for her welfare. Belinda invites Minh to live with them. Shed's bitterness and heavy drinking prompt Belinda to move out. Through a series of difficult steps, father and daughter come to terms with their own and each other's ethnicity and find ways to reassert their identity. Shed meets with a black support group and Minh finds her own sense of belonging with the help of a Vietnamese American social worker. 113 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4307"">DVD 4307Ж","â€¢149; Ѭ href=""http://www.imdb.com/title/tt0139166/"">Credits and other information from the Internet Movie DatabaseЖ","San Francisco and the Bay Area in the Movies"
"Escape from Alcatraz (1979)","Directed by Don Siegel. Cast: Clint Eastwood, Patrick McGoohan, Jack Thibeau, Fred Ward. In 29 years, the seemingly impenetrable federal penitentiary on Alcatraz Island was only broken once - by three men never heard of again. This is the gritty and realistic enactment of the escape of these three men, in particular Frank Morris, the cunning bank robber who masterminded the elaborately detailed and, as far as anyone knows, ultimately successful escape. See Ѭ href=""http://www.imdb.com/title/tt0079116/locations"">IMDB locations for more informationЖ. 111 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+1307"">DVD 1307Ж","â€¢149;Ѭ href=""http://us.imdb.com/Title?0079116"">Credits and information from the Internet Movie DatabaseЖ","San Francisco and the Bay Area in the Movies"
"Ever Since the World Ended (2001)","Directed by Calum Grant and Joshua Atesh Litle. Cast: James Curry, Linda Noveroske, Dan Plumlee. Twelve years after a devastating plague emptied the world of people, two San Francisco filmmakers traverse the nearly deserted city with a camera and a microphone to embark on a journey that will carry them far from the city limits into the wilderness beyond and begin to uncover the secrets of their new world. In a series of encounters and interviews with a ragtag handful of fellow survivors, they explore the harsh realities of life after civilization, revealing the day-to-day struggles for survival. 78 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X5541"">DVD X5541Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0283337/"">Credits and other information from the Internet Movie DatabaseЖ","San Francisco and the Bay Area in the Movies"
"Experiment in Terror (1962)","Directed by Blake Edwards. Cast: Glenn Ford, Lee Remick, Stefanie Powers, Ross Martin, Roy Poole, Ned Glass. A bank teller is forced to assist a psychopathic killer in his bank robbery scheme. To save her and her teenage sister who is also held captive, the F.B.I. sets out to create an elaborate trap for the killer. The breathtaking climax takes place at Candlestick Park during a Giants-Dodgers game! See Ѭ href=""http://us.imdb.com/title/tt0055972/locations"">IMDB locations for more informationЖ. 123 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+3607"">DVD 3607Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0055972/"">Credits and other information from the Internet Movie DatabaseЖ
","San Francisco and the Bay Area in the Movies"
"Flower Drum Song(1961)","Directed by Henry Koster. Cast: Nancy Kwan, James Shigeta, Benson Fong, Jack Soo, Juanita Hall, Miyoshi Umeki. This unforgettable Broadway smash, filled with memorable songs and brilliant dances, centers on a Hong Kong girl who comes to San Francisco for an arranged marriage to an Americanized nightclub owner who is already engaged to a sultry singer. Based on the novel by C.Y. Lee. Special features: A classic evolves: from print to stage to screen; Faces of the east : casting Flower drum song; The songs of Flower drum song; An all-access pass to the sets and costumes of Flower drum song; The legacy of Rodgers and Hammerstein; feature commentary with actress Nancy Kwan and film historian Nick Redman. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+6548"">DVD 6548Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:537"">vhs 999:537Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0054885/"">Credits and other information from the Internet Movie DatabaseЖ
","Reviews and articles:

â€¢149;Lewis, David H. Flower drum songs : the story of two musicals Jefferson, N.C. : McFarland & Co., c2006. (Main Stack ML410.R6315.L48 2006; Moffitt ML410.R6315.L48 2006)
â€¢149;Ma, Sheng-mei. ""Rodger's and Hammerstein's ""Chopsticks"" musicals.(Richard Rodgers, Oscar Hammerstein; ""The King and I,"" ""Flower Drum Song"" and ""South Pacific"")(Critical Essay)."" Literature-Film Quarterly 31.1 (Jan 2003): 17-26. Ѭ href=""http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:iipa:&rft_dat=xri:iipa:article:citation:iipa00225469"">Full-text of this article / review is available:UC users onlyЖ
â€¢149; McConachie, Bruce A. ""The 'Oriental' Musicals of Rodgers and Hammerstein and the U. S. War in Southeast Asia."" Theatre Journal v46.n3 (Oct 1994): pp385(14). (7770 words) Ѭ href=""http://www.jstor.org/stable/3208614"">Full-text of this article / review is available:UC users onlyЖ


","San Francisco and the Bay Area in the Movies"
"Fog Over Frisco(1934)","Directed by William Dieterle. Cast: Bette Davis, Donald Woods, Margaret Lindsay, Lyle Talbot, Hugh Herbert. A party girl is involved with underworld types. Her society girl sister believes it is only innocent thrill seeking; her stepfather fears it may be more criminal than that. Kidnap and murder plots ensue. Based on the novel: The five fragments / George Dyer. 68 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X4678"">DVD X4678Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0025129/"">Credits and other information from the Internet Movie DatabaseЖ
","San Francisco and the Bay Area in the Movies"
"Follow the Fleet (1936)","Directed by Mark Sandrich. Cast: Fred Astaire, Ginger Rogers, Randolph Scott, Harriet Hilliard, Astrid Allwyn. Music by Irving Berlin. Two navy men have just docked in San Francisco after extended sea duty. They decide to spend their shore leave at a local dancehall where one man is surprised to find his ex-vaudeville partner. The other man steals the heart of the partner's sister. Includes small roles by Betty Grable and Lucille Ball. Based on the play Shore leave by Hubert Osborne. Special features: Featurette ""Follow the fleet: the origins of those dancing feet""' music short ""Melody master: Jimmie Lunceford and his dance orchestra; classic cartoon ""Let it be me""; theatrical trailer. 104 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4253"">DVD 4253Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:3364"">vhs 999:3364Ж","â€¢149; Ѭ href=""http://us.imdb.com/Title?"">Credits and other information from the Internet Movie DatabaseЖ

Reviews and articles:
â€¢149;Vanneman, Alan. ""Fred & Ginger Get Their Feet Wet in Follow the Fleet"" Bright Lights Film Journal, vol. 32, pp. (no pagination), Spring 2001 Ѭ href=""http://www.brightlightsfilm.com/32/followthefleet.html"">Full-text of this article / review is available:Ж

","San Francisco and the Bay Area in the Movies"
"48 Hours (1982)","Directed by Walter Hill. Cast: Nick Nolte, Eddie Murphy, Annette O'Toole, Frank McRae, James Remar, David Patrick Kelly, Sonny Landham. Nolte is a rough-edged San Francisco cop after two vicious copkillers. He can't do it without the help of smooth and dapper Murphy, who is serving time for a half-million dollar robbery. This unlikely partnership trades laughs as often as punches as both pursue their separate goals: Nolte wants the villians; Murphy wants money. 97 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X1888"">DVD X1888Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0083511/"">Credits and other information from the Internet Movie DatabaseЖ


See also:
â€¢149;Ѭ href=""http://www.lib.berkeley.edu/MRC/mixedracemovies.html#buddy"">Interracial buddy moviesЖ

","San Francisco and the Bay Area in the Movies"
"Frisco Jenny (1932)","Directed by William A. Wellman. Cast: Ruth Chatterton, Louis Calhern. Jenny was orphaned by the 1906 earthquake and fire and has gone on to become the madame of a prosperous bawdy house. After putting her son up for adoption, he becomes a district attorney dedicated to closing down such houses. She kills an underling who wants her son dead and is now facing execution. Special features: Commentary on ""Midnight Mary"" by historians Jeffrey Vance and Tony Maietta; S.S. Dine detective short ""The studio murder mystery;"" vintage Pete Smith short ""Goofy movies #1;"" classic cartoon ""Bosko's parlor pranks;"" theatrical trailers. 70 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X1427"">DVD X1427Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0022775/"">Credits and other information from the Internet Movie DatabaseЖ
","San Francisco and the Bay Area in the Movies"
"The Frisco Kid (1979)","Directed by Robert Aldrich. Cast: Gene Wilder, Harrison Ford. A innocent Polish rabbi travels through 1850s America toward his new congregation and wife in San Francisco. Along the way, he forms an uneasy alliance with an inept bank robber and the two cut a pratfall-filled path across the wild west. 119 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+5972"">DVD 5972Ж","â€¢149;Ѭ href=""http://www.imdb.com/title/tt0079180/"">Credits and other information from the Internet Movie DatabaseЖ
","San Francisco and the Bay Area in the Movies"
"Gentleman Jim (1942)","Director: Raoul Walsh. Cast: Errol Flynn, Alexis Smith, Jack Carson, Alan Hale, John Loder, William Frawley, Minor Watson, Ward Bond, Medeleine LeBeau, Rhys Williams, Arthur Shields, Dorothy Vaughan. Because boxing is a considered an illegal and disreputable enterprise in 1880's San Francisco, wealthy and influential members of the prestigious Olympic Club vow to make the sport a ""gentlemanly"" one. They sponsor a brash, extroverted young bank clerk named Jim Corbett, who quickly becomes an accomplished fighter under the new Marquis of Queensbury Rules. Based on the life of James J. Corbett Special features: ""Warner night at the movies 1942"" short subjects gallery: vintage newsreel, sports shorts ""Shoot yourself some golf"" (with Ronald Reagan and Jane Wyman) and ""The right timing,"" classic cartoon ""Foney fables,"" trailers of Gentlman Jim and 1942's ""The male animal;"" audio-only bonus: radio show adaptation with Errol Flynn, Alexis Smith and Ward Bond. 104 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+8053"">DVD 8053Ж","â€¢149; Ѭ href=""http://www.imdb.com/title/tt0034778/"">Credits and other information from the Internet Movie DatabaseЖ
","San Francisco and the Bay Area in the Movies"
"The Graduate (1978)","Directed by Mike Nichols. Cast: Anne Bancroft, Dustin Hoffman, Katharine Ross. Ben Braddock, A recent college graduate comes of age and finds himself being led into affairs with the wife (Mrs. Robinson) and with the daughter (Elaine Robinson) of his father's friend. At one point in the action, Ben persues Elaine, who is a graduate student at UC Berkeley. Many of the exterior shots of Benjamin on the campus were actually filmed on the brick campus of USC in Los Angeles, as the UC-Berkeley campus features buildings with gray granite exteriors. Other scenes were filmed on the Berkeley campus, on Durant Avenue in Berkeley, and on Telegraph Avenue. In one shot, the red Alfa Romeo is traveling across San Francisco Bay on the upper deck of the suspension section of the Bay Bridge; this is actually westbound into San Francisco, although Ben is supposed to be on his way to Berkeley, which would be eastbound on the lower deck. 105 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+32"">DVD 32Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:145"">vhs 999:145Ж","â€¢149; Ѭ href=""http://us.imdb.com/title/tt0061722"">Credits and other information from the Internet Movie DatabaseЖ

â€¢149;Awards & Honors

â€¢149;Academy Award - Best Director
â€¢149;British Academy of Film and Television Arts Awards - Best Film; Best Direction; Most Promising Newcomer to Leading Film Roles (Dustin Hoffman)
â€¢149;Directors Guild of America - Outstanding Directorial Achievement
â€¢149;Golden Globes - Best Motion Picture - Musical/Comedy; Best Director; Best Actress, Musical/Comedy (Anne Bancroft); Most Promising Newcomer, Female (Katharine Ross); Most Promising Newcomer, Male (Dustin Hoffman)
â€¢149;New York Film Critics Circle Awards - Best Director
â€¢149;Ѭ href=""http://www.loc.gov/film/"">National Film Registry SelectionЖ


Ѭ href=""http://www.lib.berkeley.edu/MRC/teenpixbib.html#graduate"">See separate bibliography of reviews and articles about this filmЖ

See also:
â€¢149; Johnson, Terry. The graduate : a play / by Terry Johnson ; based on the novel by Charles Webb and the screenplay by Calder Willingham and Buck Henry. London : Methuen, 2000. (Main (Gardner) Stacks PR6060.O38 G73 2000)

","San Francisco and the Bay Area in the Movies"
"Greed (1925)","Directed by Erich von Stroheim. Cast: Zasu Pitts, Gibson Gowland, Jean Hersholt, Dale Fuller, Tempe Pigott, Silvia Ashton, Chester Conklin, Joan Standing. The story of three Californians whose friendship is destroyed by avarice after one wins a lottery jackpot. An incredible look at '20s San Francisco (check out 611 Laguna St.), Oakland and Death Valley. See Ѭ href=""http://www.imdb.com/title/tt0015881/locations"">IMDB locations for more informationЖ. 133 min. [preservation copy] ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X565"">DVD X565Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eVideo%2FC+999:521"">Video/C 999:521Ж","â€¢149; Ѭ href=""http://us.imdb.com/title/tt0015881/"">Credits and other information from the Internet Movie DatabaseЖ
","San Francisco and the Bay Area in the Movies"
"Groove (2000)","Directed by Greg Harrison. Cast:MacKenzie Firgens, Lola Glaudini, Denny Kirkwood, Hamish Linklater, Rachel True. Set in San Francisco in the subculture of the raves, the film's main characters include Leyla who recently arrived from New York, neo-hippy Harmony who is celebrating her birthday with her boyfriend Colin and Colin's nerdy brother David who would much rather read than rave. As the film charts David's first taste of chemically-induced Ecstasy and his budding romance with Leyla, who serves as his trip guide, the film also includes a small vignette of the tattoo and piercing set, including blissed-out drug dealers and their attempts at scamming on chicks, a skinhead looking for trouble, and a gay couple who can't figure out where the rave is. 86 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+409"">DVD 409Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0212974/"">Credits and other information from the Internet Movie DatabaseЖ
","San Francisco and the Bay Area in the Movies"
"Guess Who's Coming to Dinner (1967)","Directed by Stanley Kramer. Cast: Spencer Tracy, Sidney Poitier, Katharine Hepburn, Katharine Houghton. Joanna, the caucasian daughter of a publisher, Matthew Drayton, and his patrician wife, Christina, returns home to San Francisco with her new fiance, John, a distinguished black doctor. Christina's mother accepts her daughter's decision to marry John, but Matthew is shocked by this interracial union, and the doctor's parents are equally dismayed. In this film both families are forced to examine their respective levels of racial intolerance. 108 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2318"">DVD 2318Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:718"">vhs 999:718Ж","â€¢149; Ѭ href=""http://us.imdb.com/title/tt0061735/"">Credits and other information from the Internet Movie DatabaseЖ

Ѭ href=""http://www.lib.berkeley.edu/MRC/africanambib2.html#dinner"">See separate bibliography of reviews and articles about this filmЖ","San Francisco and the Bay Area in the Movies"
"Haiku Tunnel (2001)","Directors, Jacob Kornbluth, Josh Kornbluth. Cast: Josh Kornbluth, Warren Keith, Helen Shumaker, Amy Resnick, Brian Thorstenson, June Lomena, Sarah Overman. When young, commitment phobic Josh goes from ""temp"" to a permanent position at a San Francisco law firm, his happy, unstructured life begins to unravel. Soon, an unforgettable interoffice adventure begins involving the ice queen manager, a dangerous armed guard, a sexy criminal lawyer and seventeen seemingly unmailable letters. Shot in the Mission and in the Financial District. 90 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+1311"">DVD 1311Ж","â€¢149; Ѭ href=""http://us.imdb.com/Title?0273253"">Credits and information from the Internet Movie DatabaseЖ
","San Francisco and the Bay Area in the Movies"
"Hammett(1982)","Directed by Wim Wenders. Cast: Frederic Forrest, Peter Boyle, Marilu Henner, Roy Kinnear, Lydia Lei. ""Based in part on detective-fiction writer Dashiell Hammett's early experiences as a Pinkerton detective, this moderately-noir film has Hammett (using his little-known first name, Sam) involved in an elaborate extortion plot by his former detective agency mentor, Jimmy Ryan. Ryan shows up at Hammett's San Francisco digs searching for a mysterious Chinese girl, Crystal Ling. He calls in a marker from Hammett's days at the detective agency to get his help in finding the girl, who turns out to be a very sexy and shrewd former prostitute and porn star. She has photographs of San Francisco's most influential citizens engaged in sexual fantasy with her and she means to turn them into a million-dollar payday. The tubercular Hammett must cope with an unfriendly police force, a mysterious gunsel intent on inflicting serious harm, and betrayal by supposed friends; to save the reputations of the powerful while tweaking their collective noses."" [Ѭ href=""http://us.imdb.com/title/tt0085640/plotsummary"">IMDBЖ] 97 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+4747"">DVD 4747Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:360"">vhs 999:360Ж","â€¢149;Ѭ href=""http://us.imdb.com/Title?Hammett+(1983)"">Credits and other information from the Internet Movie DatabaseЖ
","San Francisco and the Bay Area in the Movies"
"Harold and Maude (1971)","Directed by Hal Ashby. Cast: Ruth Gordon, Bud Cort, Vivian Pickles, Cyril Cusack, Charles Tyner, Ellen Geer. A black comedy about a rich, disturbed, young man, fascinated with death and funerals, who has an affair and a series of adventures with an eccentric and independent 80-year-old woman. See Ѭ href=""http://www.imdb.com/title/tt0067185/locations"">IMDB locations for more informationЖ. 91 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+9060"">DVD 9060Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:2409"">vhs 999:2409Ж","â€¢149; Ѭ href=""http://www.imdb.com/title/tt0067185/"">Credits and other information from the Internet Movie DatabaseЖ

","See also:","â€¢149;Beach, Christopher. The films of Hal Ashby / Detroit : Wayne State University Press, c2009. (Main (Gardner) Stacks PN1998.3.A7635 B43 2009)","â€¢149;Dawson, Nick. Being Hal Ashby : life of a Hollywood rebel / Nick Dawson. Lexington, Ky. : The University Press of Kentucky, c2009. (Main (Gardner) Stacks PN1998.3.A7635 D39 2009)","â€¢149;Walsh, Andrea. ""Life Isn't Yet Over"": Older Heroines in American Popular Cinema of the 1930s and 1970s/80s."" Qualitative Sociology, Spring89, Vol. 12 Issue 1, p72, 24p Ѭ href=""http://search.ebscohost.com/login.aspx?direct=true&db=a9h&AN=10952281&site=ehost-live"">Full-text of this article / review is available:UC users onlyЖ","San Francisco and the Bay Area in the Movies"
"Hello, Frisco, Hello (1943)","Directed by H. Bruce Humberstone. Cast: Alice Faye, John Payne, Jack Oakie, Lynn Bari, Laird Cregar, June Havoc, Ward Bond, Aubrey Mather. A talented singer starring on the Barbary Coast is abandoned by her ambitious saloon-owner beau for a heartless socialite. After becoming a huge star in England, she returns to San Francisco when his marriage crumbles, hoping that he still loves her. Special features: Isolated score track ; Hello again: the remaking of Alice Faye featurette ; restoration comparision, original theatrical trailer, advertising gallery, still gallery. 99 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X405"">DVD X405Ж","â€¢149; Ѭ href=""http://www.imdb.com/title/tt0035982/"">Credits and other information from the Internet Movie DatabaseЖ
","High Anxiety (1977)","Directed by Mel Brooks. Cast: Mel Brooks, Madeline Kahn, Cloris Leachman, Harvey Korman, Ron Carey, Howard Morris, Dick Van Patten. Mel Brooks portrays Dr. Richard Thorndyke, a neurotic psychiatrist with acrophobia who is unable to fulfill his aspirations to ""derring-do,"" in this satire of Hitchcock thrillers. See: Ѭ href=""http://www.movie-locations.com/movies/h/highanxiety.html"">World Guide to Movie Locations for more information.Ж 94 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+X804"">DVD X804Ж","â€¢149; Ѭ href=""http://www.imdb.com/title/tt0076141/"">Credits and other information from the Internet Movie DatabaseЖ


See also:
â€¢149;Ѭ href=""http://www.lib.berkeley.edu/MRC/comedybib.html#brooks"">Mel Brooks bibliographyЖ


","San Francisco and the Bay Area in the Movies"
"Hit the Deck (1955)","Directed by Roy Rowland. Cast: Jane Powell, Tony Martin, Debbie Reynolds, Walter Pidgeon, Vic Damone, Gene Raymond, Ann Miller, Russ Tamblyn, Alan King, Henry Slate. Three sailors, on forty eight hours shore leave go prowling for curves in San Francisco. There's plenty of time for great songs, exuberant dancing, and lots of goofy trouble when a brawl with a meddling playboy sets the Shore Patrol on the swabbies' trail. 113 min. ; ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+9891"">DVD 9891Ж, Ѭ href=""http://oskicat.berkeley.edu/search~S1?/evhs+999:3825"">vhs 999:3825Ж","â€¢149; Ѭ href=""http://www.imdb.com/title/tt0048171/"">Credits and other information from the Internet Movie DatabaseЖ
","San Francisco and the Bay Area in the Movies"
"House of Sand and Fog (2003)","Directed by Vadim Perelma. Cast: Jennifer Connelly, Ben Kingsley, Ron Eldard, Frances Fisher, Kim Dickens, Shohreh Aghdashloo, Jonathan Ahdout, Navi Rawat, Carlos Gâ€¢243;mez. Two strangers with conflicting pursuits of the American Dream engage in a fight for their hopes at any cost. What begins as a struggle over a rundown bungalow spirals into a clash that propels everyone involved toward a shocking resolution. Based on the novel by Andre Dubus III. Special features: Deleted scenes with commentary ; commentary by director Vadim Perelman, actor Ben Kingsley, novelist Andre Dubus III ; behind-the-scenes featurette ; photo gallery ; outtakes ; cast audition tapes ; and more. 126 min. ","Ѭ href=""http://oskicat.berkeley.edu/search~S1?/eDVD+2562"">DVD 2562Ж","â€¢149;Ѭ href=""http://us.imdb.com/title/tt0043660/"">Credits and other information from the Internet Movie DatabaseЖ","San Francisco and the Bay Area in the Movies"
